family,species,category,invasiveness,growth_type,topography
Acanthaceae,Strobilanthes oliganthus,native,N,herbaceous,ridge_summit
Dennstaedtiaceae,Hypolepis punctata,native,N,herbaceous,valley_flatland
Pteridaceae,Coniogramme intermedia,native,N,herbaceous,valley_flatland
Ranunculaceae,Adonis multiflora,native,N,herbaceous,valley_flatland
Aristolochiaceae,Asarum maculatum,native,N,herbaceous,valley_flatland
Orchidaceae,Tipularia japonica,native,N,herbaceous,valley_flatland
Violaceae,Viola grypoceras,native,N,herbaceous,valley_flatland
Violaceae,Viola japonica,native,N,herbaceous,valley_flatland
Scrophulariaceae,Mazus pumilus,native,N,herbaceous,valley_flatland
Orchidaceae,Cephalanthera falcata,native,N,herbaceous,valley_flatland
Orchidaceae,Cephalanthera subaphylla,native,N,herbaceous,valley_flatland
Asteraceae,Rhynchospermum verticillatum,native,N,herbaceous,valley_flatland
Orchidaceae,Goodyera maximowicziana,native,N,herbaceous,valley_flatland
Polygonaceae,Persicaria perfoliata,native,N,herbaceous,upper_slope
Dryopteridaceae,Dryopteris hondoensis,native,N,herbaceous,valley_flatland
Ranunculaceae,Cimicifuga japonica,native,N,herbaceous,upper_slope
Violaceae,Viola albida var. takahashii,native,N,herbaceous,upper_slope
Poaceae,Diarrhena fauriei,native,N,herbaceous,lower_slope
Violaceae,Viola albida var. takahashii,native,N,herbaceous,lower_slope
Asteraceae,Ainsliaea apiculata,native,N,herbaceous,lower_slope
Rubiaceae,Galium trifidum,native,N,herbaceous,upper_slope
Lamiaceae,Ajuga decumbens,native,N,herbaceous,valley_flatland
Orchidaceae,Goodyera biflora,native,N,herbaceous,upper_slope
Ranunculaceae,Hepatica insularis,native,N,herbaceous,valley_flatland
Violaceae,Viola albida var. takahashii,native,N,herbaceous,valley_flatland
Rubiaceae,Galium trifidum,native,N,herbaceous,valley_flatland
Athyriaceae,Deparia pterorachis,native,N,herbaceous,valley_flatland
Rubiaceae,Mitchella undulata,native,N,herbaceous,upper_slope
Araceae,Arisaema serratum,native,N,herbaceous,valley_flatland
Dryopteridaceae,Polystichum ovato-paleaceum var. coraiense,native,N,herbaceous,upper_slope
Orchidaceae,Calanthe sieboldii,native,N,herbaceous,valley_flatland
Ranunculaceae,Cimicifuga japonica,native,N,herbaceous,valley_flatland
Campanulaceae,Codonopsis ussuriensis,native,N,herbaceous,ridge_summit
Apiaceae,Hydrocotyle sibthorpioides,native,N,herbaceous,upper_slope
Orchidaceae,Liparis makinoana,native,N,herbaceous,valley_flatland
Orchidaceae,Calanthe reflexa,native,N,herbaceous,upper_slope
Orchidaceae,Calanthe reflexa,native,N,herbaceous,valley_flatland
Polypodiaceae,Lepisorus thunbergianus,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris fuscipes,native,N,herbaceous,valley_flatland
Ranunculaceae,Semiaquilegia adoxoides,native,N,herbaceous,valley_flatland
Orchidaceae,Platanthera hologlottis,native,N,herbaceous,upper_slope
Polypodiaceae,Pyrrosia hastata,native,N,herbaceous,valley_flatland
Ranunculaceae,Hepatica insularis,native,N,herbaceous,lower_slope
Orchidaceae,Liparis krameri,native,N,herbaceous,ridge_summit
Fabaceae,Vicia cracca,native,N,herbaceous,upper_slope
Asteraceae,Ageratina altissima,exotic,Y,herbaceous,valley_flatland
Osmundaceae,Osmunda claytoniana,native,N,herbaceous,valley_flatland
Liliaceae,Polygonatum inflatum,native,N,herbaceous,lower_slope
Asteraceae,Ageratina altissima,exotic,Y,herbaceous,lower_slope
Caryophyllaceae,Arenaria serpyllifolia,native,N,herbaceous,valley_flatland
Athyriaceae,Deparia coreana,native,N,herbaceous,lower_slope
Hypodematiaceae,Hypodematium glanduloso-pilosum,native,N,herbaceous,lower_slope
Asteraceae,Saussurea seoulensis,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris gymnophylla,native,N,herbaceous,valley_flatland
Caryophyllaceae,Pseudostellaria coreana,native,N,herbaceous,valley_flatland
Rosaceae,Geum japonicum,native,N,herbaceous,lower_slope
Polygonaceae,Persicaria lapathifolia,native,N,herbaceous,valley_flatland
Athyriaceae,Athyrium alpestre,native,N,herbaceous,valley_flatland
Chenopodiaceae,Chenopodium album,exotic,N,herbaceous,valley_flatland
Onagraceae,Oenothera biennis,exotic,N,herbaceous,lower_slope
Asteraceae,Ageratina altissima,exotic,Y,herbaceous,upper_slope
Onocleaceae,Onoclea sensibilis,native,N,herbaceous,upper_slope
Onagraceae,Oenothera biennis,exotic,N,herbaceous,valley_flatland
Poaceae,Lophatherum sinense,native,N,herbaceous,lower_slope
Fumariaceae,Corydalis heterocarpa,native,N,herbaceous,upper_slope
Rosaceae,Agrimonia coreana,native,N,herbaceous,valley_flatland
Poaceae,Agrostis clavata,native,N,herbaceous,valley_flatland
Campanulaceae,Adenophora grandiflora,native,N,herbaceous,lower_slope
Apiaceae,Sanicula rubriflora,native,N,herbaceous,lower_slope
Potamogetonaceae,Potamogeton distinctus,native,N,herbaceous,lower_slope
Liliaceae,Allium monanthum,native,N,herbaceous,lower_slope
Apiaceae,Ostericum sieboldii,native,N,herbaceous,upper_slope
Fumariaceae,Corydalis heterocarpa,native,N,herbaceous,lower_slope
Asteraceae,Saussurea seoulensis,native,N,herbaceous,ridge_summit
Liliaceae,Polygonatum humile,native,N,herbaceous,ridge_summit
Athyriaceae,Athyrium concinnum,native,N,herbaceous,upper_slope
Hypodematiaceae,Hypodematium glanduloso-pilosum,native,N,herbaceous,upper_slope
Poaceae,Pseudosasa japonica,native,N,herbaceous,valley_flatland
Apiaceae,Ostericum sieboldii,native,N,herbaceous,lower_slope
Urticaceae,Boehmeria japonica,native,N,herbaceous,valley_flatland
Liliaceae,Tricyrtis macropoda,native,N,herbaceous,lower_slope
Ranunculaceae,Adonis amurensis,native,N,herbaceous,lower_slope
Asteraceae,Xanthium strumarium,exotic,N,herbaceous,valley_flatland
Asteraceae,Sonchus oleraceus,exotic,N,herbaceous,valley_flatland
Polygonaceae,Persicaria dissitiflora,native,N,herbaceous,valley_flatland
Saxifragaceae,Astilboides tabularis,native,N,herbaceous,valley_flatland
Ranunculaceae,Aconitum jaluense,native,N,herbaceous,ridge_summit
Dryopteridaceae,Polystichum craspedosorum,native,N,herbaceous,valley_flatland
Poaceae,Molinia japonica,native,N,herbaceous,valley_flatland
Ranunculaceae,Thalictrum uchiyamae,native,N,herbaceous,upper_slope
Lamiaceae,Ajuga spectabilis,native,N,herbaceous,upper_slope
Lamiaceae,Ajuga spectabilis,native,N,herbaceous,lower_slope
Poaceae,Eragrostis multicaulis,native,N,herbaceous,lower_slope
Lamiaceae,Lamium amplexicaule,native,N,herbaceous,lower_slope
Primulaceae,Androsace umbellata,native,N,herbaceous,lower_slope
Brassicaceae,Cardamine komarovii,native,N,herbaceous,valley_flatland
Selaginellaceae,Selaginella rossii,native,N,herbaceous,lower_slope
Cucurbitaceae,Schizopepon bryoniifolius,native,N,herbaceous,upper_slope
Asteraceae,Carpesium triste,native,N,herbaceous,upper_slope
Brassicaceae,Cardamine scutata,native,N,herbaceous,lower_slope
Lamiaceae,Teucrium viscidum var. miquelianum,native,N,herbaceous,lower_slope
Verbenaceae,Tripora divaricata,native,N,herbaceous,lower_slope
Liliaceae,Hosta clausa,native,N,herbaceous,lower_slope
Urticaceae,Boehmeria platanifolia,native,N,herbaceous,ridge_summit
Caryophyllaceae,Gypsophila oldhamiana,native,N,herbaceous,ridge_summit
Asteraceae,Artemisia annua,native,N,herbaceous,ridge_summit
Brassicaceae,Thlaspi arvense,exotic,N,herbaceous,valley_flatland
Caryophyllaceae,Gypsophila oldhamiana,native,N,herbaceous,valley_flatland
Poaceae,Diarrhena fauriei,native,N,herbaceous,ridge_summit
Araceae,Arisaema thunbergii,native,N,herbaceous,valley_flatland
Asteraceae,Artemisia codonocephala,native,N,herbaceous,valley_flatland
Cyperaceae,Carex dimorpholepis,native,N,herbaceous,valley_flatland
Saxifragaceae,Chrysosplenium japonicum,native,N,herbaceous,valley_flatland
Commelinaceae,Streptolirion volubile,native,N,herbaceous,valley_flatland
Liliaceae,Disporum sessile,native,N,herbaceous,valley_flatland
Poaceae,Bromus japonicus,native,N,herbaceous,upper_slope
Asteraceae,Artemisia selengensis,native,N,herbaceous,valley_flatland
Cyperaceae,Carex bostrychostigma,native,N,herbaceous,valley_flatland
Polygonaceae,Persicaria muricata,native,N,herbaceous,valley_flatland
Ranunculaceae,Cimicifuga foetida,native,N,herbaceous,valley_flatland
Fumariaceae,Corydalis heterocarpa,native,N,herbaceous,valley_flatland
Araceae,Symplocarpus renifolius,native,N,herbaceous,valley_flatland
Cyperaceae,Carex miyabei,native,N,herbaceous,valley_flatland
Liliaceae,Polygonatum stenophyllum,native,N,herbaceous,valley_flatland
Saxifragaceae,Chrysosplenium japonicum,native,N,herbaceous,lower_slope
Polygonaceae,Persicaria sagittata var. sieboldii,native,N,herbaceous,lower_slope
Boraginaceae,Trigonotis peduncularis,native,N,herbaceous,valley_flatland
Juncaceae,Luzula capitata,native,N,herbaceous,valley_flatland
Campanulaceae,Adenophora verticillata var. hirsuta,native,N,herbaceous,lower_slope
Caryophyllaceae,Cerastium fontanum subsp. vulgare,native,N,herbaceous,lower_slope
Ranunculaceae,Megaleranthis saniculifolia,native,N,herbaceous,upper_slope
Liliaceae,Polygonatum humile,native,N,herbaceous,valley_flatland
Liliaceae,Tulipa edulis,native,N,herbaceous,valley_flatland
Orchidaceae,Liparis krameri,native,N,herbaceous,valley_flatland
Balsaminaceae,Impatiens textorii,native,N,herbaceous,valley_flatland
Asteraceae,Lactuca indica,native,N,herbaceous,lower_slope
Polygonaceae,Persicaria maculosa,native,N,herbaceous,valley_flatland
Liliaceae,Streptopus koreanus,native,N,herbaceous,upper_slope
Cyperaceae,Carex vesicaria,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris expansa,native,N,herbaceous,valley_flatland
Thelypteridaceae,Thelypteris quelpartensis,native,N,herbaceous,valley_flatland
Araceae,Symplocarpus nipponicus,native,N,herbaceous,lower_slope
Dioscoreaceae,Dioscorea quinquelobata,native,N,herbaceous,lower_slope
Ranunculaceae,Caltha palustris,native,N,herbaceous,lower_slope
Poaceae,Melica nutans,native,N,herbaceous,valley_flatland
Campanulaceae,Hanabusaya asiatica,native,N,herbaceous,lower_slope
Ranunculaceae,Aconitum longecassidatum,native,N,herbaceous,upper_slope
Poaceae,Cymbopogon goeringii,native,N,herbaceous,upper_slope
Juncaceae,Juncus decipiens,native,N,herbaceous,upper_slope
Poaceae,Digitaria ciliaris,native,N,herbaceous,upper_slope
Liliaceae,Lilium amabile,native,N,herbaceous,valley_flatland
Ranunculaceae,Anemone raddeana,native,N,herbaceous,lower_slope
Rosaceae,Potentilla dickinsii,native,N,herbaceous,upper_slope
Saxifragaceae,Chrysosplenium barbatum,native,N,herbaceous,upper_slope
Ranunculaceae,Anemone raddeana,native,N,herbaceous,upper_slope
Balsaminaceae,Impatiens textorii,native,N,herbaceous,upper_slope
Apiaceae,Angelica amurensis,native,N,herbaceous,valley_flatland
Ranunculaceae,Cimicifuga austrokoreana,native,N,herbaceous,valley_flatland
Lamiaceae,Clinopodium gracile,native,N,herbaceous,valley_flatland
Liliaceae,Allium monanthum,native,N,herbaceous,valley_flatland
Lamiaceae,Leonurus japonicus,native,N,herbaceous,lower_slope
Poaceae,Phragmites japonicus,native,N,herbaceous,upper_slope
Asteraceae,Sonchus oleraceus,exotic,N,herbaceous,ridge_summit
Caryophyllaceae,Pseudostellaria davidii,native,N,herbaceous,lower_slope
Fumariaceae,Corydalis alata,native,N,herbaceous,upper_slope
Saxifragaceae,Mukdenia rossii,native,N,herbaceous,upper_slope
Apiaceae,Cryptotaenia japonica,native,N,herbaceous,valley_flatland
Ranunculaceae,Paeonia lactiflora,native,N,herbaceous,valley_flatland
Poaceae,Molinia japonica,native,N,herbaceous,ridge_summit
Fabaceae,Rhynchosia acuminatifolia,native,N,herbaceous,ridge_summit
Rubiaceae,Galium koreanum,native,N,herbaceous,upper_slope
Liliaceae,Disporum uniflorum,native,N,herbaceous,lower_slope
Dioscoreaceae,Dioscorea quinquelobata,native,N,herbaceous,valley_flatland
Liliaceae,Barnardia japonica,native,N,herbaceous,ridge_summit
Polygonaceae,Persicaria posumbu,native,N,herbaceous,lower_slope
Scrophulariaceae,Melampyrum roseum var. ovalifolium,native,N,herbaceous,ridge_summit
Dryopteridaceae,Dryopteris maximowiczii,native,N,herbaceous,valley_flatland
Poaceae,Digitaria ciliaris,native,N,herbaceous,valley_flatland
Asteraceae,Galinsoga quadriradiata,exotic,N,herbaceous,valley_flatland
Asteraceae,Centipeda minima,native,N,herbaceous,valley_flatland
Poaceae,Elymus tsukushiensis,native,N,herbaceous,ridge_summit
Cyperaceae,Carex sabynensis,native,N,herbaceous,valley_flatland
Asteraceae,Ixeris chinensis subsp. strigosa,native,N,herbaceous,lower_slope
Cyperaceae,Carex sabynensis,native,N,herbaceous,lower_slope
Liliaceae,Polygonatum sibiricum,native,N,herbaceous,valley_flatland
Liliaceae,Streptopus ovalis,native,N,herbaceous,ridge_summit
Rubiaceae,Galium spurium,exotic,N,herbaceous,ridge_summit
Ranunculaceae,Cimicifuga heracleifolia,native,N,herbaceous,ridge_summit
Liliaceae,Polygonatum inflatum,native,N,herbaceous,ridge_summit
Campanulaceae,Adenophora verticillata var. hirsuta,native,N,herbaceous,ridge_summit
Dioscoreaceae,Dioscorea quinquelobata,native,N,herbaceous,ridge_summit
Poaceae,Phaenosperma globosum,native,N,herbaceous,ridge_summit
Urticaceae,Nanocnide japonica,native,N,herbaceous,valley_flatland
Apiaceae,Bupleurum longeradiatum,native,N,herbaceous,upper_slope
Scrophulariaceae,Pseudolysimachion longifolium,native,N,herbaceous,upper_slope
Geraniaceae,Geranium knuthii,native,N,herbaceous,upper_slope
Ranunculaceae,Anemone koraiensis,native,N,herbaceous,upper_slope
Lamiaceae,Scutellaria insignis,native,N,herbaceous,lower_slope
Fabaceae,Hylodesmum podocarpum var. mandshuricum,native,N,herbaceous,lower_slope
Lamiaceae,Scutellaria insignis,native,N,herbaceous,upper_slope
Violaceae,Viola yedoensis,native,N,herbaceous,valley_flatland
Asteraceae,Lactuca indica,native,N,herbaceous,valley_flatland
Poaceae,Eragrostis multicaulis,native,N,herbaceous,valley_flatland
Cyperaceae,Carex aphanolepis,native,N,herbaceous,valley_flatland
Polypodiaceae,Polypodium vulgare,native,N,herbaceous,lower_slope
Liliaceae,Polygonatum thunbergii,native,N,herbaceous,upper_slope
Polygonaceae,Fallopia multiflora,exotic,N,herbaceous,upper_slope
Dryopteridaceae,Arachniodes amabilis,native,N,herbaceous,ridge_summit
Apiaceae,Sanicula tuberculata,native,N,herbaceous,lower_slope
Asteraceae,Eupatorium makinoi var. oppositifolium,native,N,herbaceous,ridge_summit
Violaceae,Viola phalacrocarpa,native,N,herbaceous,valley_flatland
Boraginaceae,Trigonotis icumae,native,N,herbaceous,valley_flatland
Poaceae,Elymus tsukushiensis,native,N,herbaceous,valley_flatland
Convolvulaceae,Ipomoea purpurea,exotic,N,herbaceous,valley_flatland
Commelinaceae,Commelina coreana,native,N,herbaceous,valley_flatland
Orchidaceae,Bletilla striata,native,N,herbaceous,valley_flatland
Asteraceae,Sigesbeckia pubescens,native,N,herbaceous,upper_slope
Cystopteridaceae,Gymnocarpium dryopteris,native,N,herbaceous,upper_slope
Rosaceae,Potentilla squamosa,native,N,herbaceous,lower_slope
Poaceae,Elymus tsukushiensis,native,N,herbaceous,lower_slope
Asteraceae,Eupatorium makinoi var. oppositifolium,native,N,herbaceous,lower_slope
Gentianaceae,Gentiana triflora,native,N,herbaceous,lower_slope
Asteraceae,Eupatorium makinoi var. oppositifolium,native,N,herbaceous,valley_flatland
Primulaceae,Primula jesoana var. pubescens,native,N,herbaceous,valley_flatland
Dryopteridaceae,Leptorumohra borealis,native,N,herbaceous,lower_slope
Caryophyllaceae,Silene baccifera,native,N,herbaceous,lower_slope
Poaceae,Agrostis clavata,native,N,herbaceous,lower_slope
Commelinaceae,Streptolirion volubile,native,N,herbaceous,lower_slope
Rosaceae,Agrimonia coreana,native,N,herbaceous,ridge_summit
Asteraceae,Saussurea conandrifolia,native,N,herbaceous,valley_flatland
Apiaceae,Sanicula rubriflora,native,N,herbaceous,valley_flatland
Polygonaceae,Persicaria lapathifolia,native,N,herbaceous,upper_slope
Liliaceae,Polygonatum thunbergii,native,N,herbaceous,valley_flatland
Brassicaceae,Sisymbrium luteum,native,N,herbaceous,valley_flatland
Rubiaceae,Galium kamtschaticum,native,N,herbaceous,valley_flatland
Poaceae,Bromus japonicus,native,N,herbaceous,valley_flatland
Iridaceae,Iris ruthenica,native,N,herbaceous,lower_slope
Polygonaceae,Bistorta officinalis subsp. japonica,native,N,herbaceous,upper_slope
Dryopteridaceae,Dryopteris saxifragi-varia,native,N,herbaceous,valley_flatland
Athyriaceae,Athyrium iseanum,native,N,herbaceous,valley_flatland
Caryophyllaceae,Silene baccifera,native,N,herbaceous,valley_flatland
Poaceae,Eulalia speciosa,native,N,herbaceous,ridge_summit
Valerianaceae,Patrinia saniculifolia,native,N,herbaceous,lower_slope
Lamiaceae,Ajuga spectabilis,native,N,herbaceous,valley_flatland
Poaceae,Phragmites australis,native,N,herbaceous,upper_slope
Moraceae,Fatoua villosa,native,N,herbaceous,valley_flatland
Poaceae,Imperata cylindrica,native,N,herbaceous,valley_flatland
Asteraceae,Tagetes minuta,exotic,N,herbaceous,upper_slope
Poaceae,Poa pratensis,exotic,N,herbaceous,lower_slope
Poaceae,Eriochloa villosa,native,N,herbaceous,valley_flatland
Polygonaceae,Rumex acetosa,native,N,herbaceous,valley_flatland
Ranunculaceae,Pulsatilla cernua,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria perfoliata,native,N,herbaceous,ridge_summit
Rosaceae,Geum japonicum,native,N,herbaceous,ridge_summit
Cyperaceae,Carex dimorpholepis,native,N,herbaceous,ridge_summit
Ranunculaceae,Aconitum austrokoreense,native,N,herbaceous,valley_flatland
Rubiaceae,Galium koreanum,native,N,herbaceous,lower_slope
Apiaceae,Sillaphyton podagraria,native,N,herbaceous,ridge_summit
Apiaceae,Sillaphyton podagraria,native,N,herbaceous,lower_slope
Ranunculaceae,Aconitum austrokoreense,native,N,herbaceous,lower_slope
Apiaceae,Sillaphyton podagraria,native,N,herbaceous,valley_flatland
Poaceae,Calamagrostis purpurea,native,N,herbaceous,upper_slope
Asteraceae,Carduus crispus,exotic,N,herbaceous,ridge_summit
Asteraceae,Artemisia lancea,native,N,herbaceous,upper_slope
Rosaceae,Duchesnea indica,native,N,herbaceous,ridge_summit
Rosaceae,Sanguisorba stipulata,native,N,herbaceous,upper_slope
Asteraceae,Rhaponticum uniflorum,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria nepalensis,native,N,herbaceous,ridge_summit
Violaceae,Viola tokubuchiana var. takedana,native,N,herbaceous,ridge_summit
Rosaceae,Potentilla supina,native,N,herbaceous,valley_flatland
Scrophulariaceae,Pedicularis resupinata,native,N,herbaceous,ridge_summit
Asteraceae,Ageratina altissima,exotic,Y,herbaceous,ridge_summit
Dennstaedtiaceae,Dennstaedtia hirsuta,native,N,herbaceous,valley_flatland
Apiaceae,Bupleurum longeradiatum,native,N,herbaceous,ridge_summit
Boraginaceae,Trigonotis radicans var. sericea,native,N,herbaceous,ridge_summit
Gentianaceae,Gentiana zollingeri,native,N,herbaceous,ridge_summit
Polypodiaceae,Pleurosoriopsis makinoi,native,N,herbaceous,upper_slope
Primulaceae,Primula jesoana var. pubescens,native,N,herbaceous,ridge_summit
Osmundaceae,Osmunda cinnamomea,native,N,herbaceous,ridge_summit
Rubiaceae,Galium maximowiczii,native,N,herbaceous,ridge_summit
Saxifragaceae,Chrysosplenium flagelliferum,native,N,herbaceous,valley_flatland
Liliaceae,Lloydia triflora,native,N,herbaceous,valley_flatland
Ranunculaceae,Anemone koraiensis,native,N,herbaceous,valley_flatland
Saxifragaceae,Chrysosplenium barbatum,native,N,herbaceous,valley_flatland
Fumariaceae,Corydalis remota,native,N,herbaceous,ridge_summit
Onagraceae,Circaea mollis,native,N,herbaceous,upper_slope
Brassicaceae,Erysimum amurense,native,N,herbaceous,valley_flatland
Lamiaceae,Nepeta cataria,native,N,herbaceous,upper_slope
Euphorbiaceae,Mercurialis leiocarpa,native,N,herbaceous,upper_slope
